,Date,Total Traffic Volume,Base Interest Rate,Exchange Rate,Gross Domestic Product (GDP),Economic Growth Rate (Real GDP Growth Rate),Export price,Export growth rate,Import price,Import growth rate,Nationwide Consumer Price Index,Regular Unleaded Gasoline,Diesel Fuel for Automobiles,number of car ownership
995,2013-09-22,5579223,2.5,1064.9,379887.2,3.5,47501007.46,2.651569412,47501007.46,0.704887297,93.31468852,1932.77,1732.95,19326034
996,2013-09-23,6833948,2.5,1064.433333,379887.2,3.5,47691369.73,2.942174005,47691369.73,0.985696229,93.30972131,1931.88,1732.41,19327563
997,2013-09-24,6748636,2.5,1063.966667,379887.2,3.5,47881731.99,3.232778597,47881731.99,1.266505161,93.3047541,1930.35,1731.07,19329092
998,2013-09-25,7007993,2.5,1063.5,379887.2,3.5,48072094.26,3.523383189,48072094.26,1.547314093,93.29978689,1928.44,1729.53,19330621
999,2013-09-26,7217031,2.5,1063.033333,379887.2,3.5,48262456.53,3.813987782,48262456.53,1.828123025,93.29481967,1926.46,1727.76,19332150
1000,2013-09-27,7769242,2.5,1062.566667,379887.2,3.5,48452818.8,4.104592374,48452818.8,2.108931957,93.28985246,1924.65,1726.23,19333679
1001,2013-09-28,7807942,2.5,1062.1,379887.2,3.5,48643181.07,4.395196967,48643181.07,2.389740889,93.28488525,1923.21,1724.86,19335208
1002,2013-09-29,5521702,2.5,1061.633333,379887.2,3.5,48833543.34,4.685801559,48833543.34,2.670549821,93.27991803,1922.52,1724.1,19336737
1003,2013-09-30,6926852,2.5,1061.166667,379887.2,3.5,49023905.61,4.976406151,49023905.61,2.951358753,93.27495082,1921.53,1723.62,19338266
1004,2013-10-01,7010854,2.5,1060.7,392450.8,3.9,49214267.88,5.267010744,49214267.88,3.232167685,93.26998361,1918.64,1720.72,19339795
1005,2013-10-02,7528629,2.5,1060.619355,392450.8,3.9,49404630.15,5.557615336,49404630.15,3.512976617,93.26501639,1916.6,1719.03,19341324
1006,2013-10-03,7266030,2.5,1060.53871,392450.8,3.9,49594992.41,5.848219928,49594992.41,3.793785549,93.26004918,1914.87,1717.43,19342853
1007,2013-10-04,7890729,2.5,1060.458065,392450.8,3.9,49785354.68,6.138824521,49785354.68,4.074594481,93.25508197,1913.7,1716.53,19344382
1008,2013-10-05,8207514,2.5,1060.377419,392450.8,3.9,49975716.95,6.429429113,49975716.95,4.355403413,93.25011475,1912.16,1715.27,19345911
1009,2013-10-06,6728123,2.5,1060.296774,392450.8,3.9,50166079.22,6.720033705,50166079.22,4.636212345,93.24514754,1911.46,1714.42,19347440
1010,2013-10-07,7178958,2.5,1060.216129,392450.8,3.9,50356441.49,7.010638298,50356441.49,4.917021277,93.24018033,1910.46,1713.87,19348969
1011,2013-10-08,6620759,2.5,1060.135484,392450.8,3.9,50451186.63,7.12037076,50451186.63,5.035159048,93.23521311,1908.79,1712.44,19350498
1012,2013-10-09,6205203,2.5,1060.054839,392450.8,3.9,50367092.32,6.891805351,50367092.32,4.8490415,93.2302459,1907.55,1711.7,19352027
1013,2013-10-10,7201861,2.5,1059.974194,392450.8,3.9,50282998.01,6.663239941,50282998.01,4.662923952,93.22527869,1906.55,1710.88,19353556
1014,2013-10-11,7840035,2.5,1059.893548,392450.8,3.9,50198903.7,6.434674531,50198903.7,4.476806404,93.22031148,1905.15,1709.85,19355085
1015,2013-10-12,8281377,2.5,1059.812903,392450.8,3.9,50114809.4,6.206109122,50114809.4,4.290688856,93.21534426,1904.16,1709.08,19356613
1016,2013-10-13,7141509,2.5,1059.732258,392450.8,3.9,50030715.09,5.977543712,50030715.09,4.104571308,93.21037705,1903.74,1708.5,19358142
1017,2013-10-14,7242525,2.5,1059.651613,392450.8,3.9,49946620.78,5.748978302,49946620.78,3.91845376,93.20540984,1903.16,1708.4,19359671
1018,2013-10-15,6893932,2.5,1059.570968,392450.8,3.9,49862526.47,5.520412892,49862526.47,3.732336212,93.20044262,1902.33,1708.01,19361200
1019,2013-10-16,7088546,2.5,1059.490323,392450.8,3.9,49778432.16,5.291847483,49778432.16,3.546218664,93.19547541,1902.27,1707.95,19362729
1020,2013-10-17,7189799,2.5,1059.409677,392450.8,3.9,49694337.86,5.063282073,49694337.86,3.360101116,93.1905082,1901.7,1707.61,19364258
1021,2013-10-18,7936526,2.5,1059.329032,392450.8,3.9,49610243.55,4.834716663,49610243.55,3.173983569,93.18554098,1900.92,1707.16,19365787
1022,2013-10-19,8433951,2.5,1059.248387,392450.8,3.9,49526149.24,4.606151253,49526149.24,2.987866021,93.18057377,1900.5,1706.79,19367316
1023,2013-10-20,7288681,2.5,1059.167742,392450.8,3.9,49442054.93,4.377585844,49442054.93,2.801748473,93.17560656,1900.25,1706.41,19368845
1024,2013-10-21,7238723,2.5,1059.087097,392450.8,3.9,49357960.62,4.149020434,49357960.62,2.615630925,93.17063934,1899.81,1706.33,19370374
1025,2013-10-22,7133908,2.5,1059.006452,392450.8,3.9,49273866.32,3.920455024,49273866.32,2.429513377,93.16567213,1899.23,1705.86,19371903
1026,2013-10-23,7131570,2.5,1058.925806,392450.8,3.9,49189772.01,3.691889614,49189772.01,2.243395829,93.16070492,1898.57,1705.52,19373432
1027,2013-10-24,7203848,2.5,1058.845161,392450.8,3.9,49105677.7,3.463324205,49105677.7,2.057278281,93.1557377,1897.59,1704.76,19374961
1028,2013-10-25,7865017,2.5,1058.764516,392450.8,3.9,49021583.39,3.234758795,49021583.39,1.871160733,93.15077049,1896.65,1704.19,19376490
1029,2013-10-26,8348069,2.5,1058.683871,392450.8,3.9,48937489.08,3.006193385,48937489.08,1.685043185,93.14580328,1895.78,1703.47,19378019
1030,2013-10-27,7360059,2.5,1058.603226,392450.8,3.9,48853394.78,2.777627976,48853394.78,1.498925637,93.14083607,1895.42,1703.13,19379548
1031,2013-10-28,7242354,2.5,1058.522581,392450.8,3.9,48769300.47,2.549062566,48769300.47,1.312808089,93.13586885,1894.89,1703.02,19381077
1032,2013-10-29,7100788,2.5,1058.441935,392450.8,3.9,48685206.16,2.320497156,48685206.16,1.126690541,93.13090164,1893.6,1701.77,19382606
1033,2013-10-30,7112515,2.5,1058.36129,392450.8,3.9,48601111.85,2.091931746,48601111.85,0.940572993,93.12593443,1892.41,1701.1,19384135
1034,2013-10-31,7099339,2.5,1058.280645,392450.8,3.9,48517017.54,1.863366337,48517017.54,0.754455446,93.12096721,1891.55,1700.48,19385664
1035,2013-11-01,7812995,2.5,1058.2,392450.8,3.9,48432923.24,1.634800927,48432923.24,0.568337898,93.116,1889.44,1698.85,19387193
1036,2013-11-02,8210112,2.5,1058.106667,392450.8,3.9,48348828.93,1.406235517,48348828.93,0.38222035,93.11976667,1888.43,1697.96,19387648
1037,2013-11-03,7293275,2.5,1058.013333,392450.8,3.9,48264734.62,1.177670107,48264734.62,0.196102802,93.12353333,1888.01,1697.46,19388104
1038,2013-11-04,7168007,2.5,1057.92,392450.8,3.9,48180640.31,0.949104698,48180640.31,0.009985254,93.1273,1887.15,1697.16,19388560
1039,2013-11-05,7148354,2.5,1057.826667,392450.8,3.9,48096546,0.720539288,48096546,-0.176132294,93.13106667,1886.13,1696.83,19389015
1040,2013-11-06,7028505,2.5,1057.733333,392450.8,3.9,48012451.7,0.491973878,48012451.7,-0.362249842,93.13483333,1885.17,1696.25,19389471
1041,2013-11-07,7142098,2.5,1057.64,392450.8,3.9,47928357.39,0.263408469,47928357.39,-0.54836739,93.1386,1883.99,1695.48,19389927
1042,2013-11-08,7970525,2.5,1057.546667,392450.8,3.9,47906831.23,0.358078787,47906831.23,-0.515062145,93.14236667,1882.99,1694.96,19390382
1043,2013-11-09,8183224,2.5,1057.453333,392450.8,3.9,47909326.77,0.576848536,47909326.77,-0.39751422,93.14613333,1882.24,1694.34,19390838
1044,2013-11-10,7370273,2.5,1057.36,392450.8,3.9,47911822.32,0.795618285,47911822.32,-0.279966295,93.1499,1881.95,1693.92,19391294
1045,2013-11-11,7208551,2.5,1057.266667,392450.8,3.9,47914317.86,1.014388035,47914317.86,-0.162418369,93.15366667,1881.39,1694.04,19391750
1046,2013-11-12,7076494,2.5,1057.173333,392450.8,3.9,47916813.4,1.233157784,47916813.4,-0.044870444,93.15743333,1880.31,1693.25,19392205
1047,2013-11-13,7076402,2.5,1057.08,392450.8,3.9,47919308.94,1.451927533,47919308.94,0.072677481,93.1612,1879.36,1692.52,19392661
1048,2013-11-14,7077139,2.5,1056.986667,392450.8,3.9,47921804.49,1.670697282,47921804.49,0.190225406,93.16496667,1878.7,1692.15,19393117
1049,2013-11-15,7924755,2.5,1056.893333,392450.8,3.9,47924300.03,1.889467032,47924300.03,0.307773331,93.16873333,1877.95,1691.77,19393572
1050,2013-11-16,8329050,2.5,1056.8,392450.8,3.9,47926795.57,2.108236781,47926795.57,0.425321256,93.1725,1877.66,1691.49,19394028
1051,2013-11-17,7265988,2.5,1056.706667,392450.8,3.9,47929291.11,2.32700653,47929291.11,0.542869181,93.17626667,1877.41,1691.09,19394484
1052,2013-11-18,7067606,2.5,1056.613333,392450.8,3.9,47931786.66,2.54577628,47931786.66,0.660417106,93.18003333,1877.02,1691.04,19394939
1053,2013-11-19,6885657,2.5,1056.52,392450.8,3.9,47934282.2,2.764546029,47934282.2,0.777965031,93.1838,1877.31,1690.86,19395395
1054,2013-11-20,6931463,2.5,1056.426667,392450.8,3.9,47936777.74,2.983315778,47936777.74,0.895512956,93.18756667,1877.23,1690.99,19395851
1055,2013-11-21,7064383,2.5,1056.333333,392450.8,3.9,47939273.28,3.202085528,47939273.28,1.013060881,93.19133333,1877.04,1690.78,19396307
1056,2013-11-22,7859920,2.5,1056.24,392450.8,3.9,47941768.82,3.420855277,47941768.82,1.130608806,93.1951,1876.73,1690.7,19396762
1057,2013-11-23,8174338,2.5,1056.146667,392450.8,3.9,47944264.37,3.639625026,47944264.37,1.248156731,93.19886667,1876.74,1690.84,19397218
1058,2013-11-24,6979728,2.5,1056.053333,392450.8,3.9,47946759.91,3.858394776,47946759.91,1.365704656,93.20263333,1876.65,1690.62,19397674
1059,2013-11-25,6806915,2.5,1055.96,392450.8,3.9,47949255.45,4.077164525,47949255.45,1.483252581,93.2064,1876.46,1690.69,19398129
1060,2013-11-26,6893528,2.5,1055.866667,392450.8,3.9,47951750.99,4.295934274,47951750.99,1.600800506,93.21016667,1876.24,1690.68,19398585
1061,2013-11-27,6370942,2.5,1055.773333,392450.8,3.9,47954246.54,4.514704024,47954246.54,1.718348431,93.21393333,1875.87,1690.37,19399041
1062,2013-11-28,6564489,2.5,1055.68,392450.8,3.9,47956742.08,4.733473773,47956742.08,1.835896356,93.2177,1875.71,1690.41,19399496
1063,2013-11-29,7460833,2.5,1055.586667,392450.8,3.9,47959237.62,4.952243522,47959237.62,1.953444281,93.22146667,1875.62,1690.5,19399952
1064,2013-12-01,6468901,2.5,1055.493333,392450.8,3.9,47961733.16,5.171013272,47961733.16,2.070992206,93.22523333,1875.65,1690.54,19400408
1065,2013-12-02,6842031,2.5,1055.4,392450.8,3.9,47964228.71,5.389783021,47964228.71,2.188540131,93.229,1875.59,1690.29,19400864
1066,2013-12-03,6814271,2.5,1055.883871,392450.8,3.9,47966724.25,5.60855277,47966724.25,2.306088056,93.24516129,1875.48,1690.53,19420441
1067,2013-12-04,6798266,2.5,1056.367742,392450.8,3.9,47969219.79,5.827322519,47969219.79,2.423635981,93.26132258,1876.59,1692.41,19440018
1068,2013-12-05,6876858,2.5,1056.851613,392450.8,3.9,47971715.33,6.046092269,47971715.33,2.541183906,93.27748387,1876.99,1693.3,19459595
1069,2013-12-06,7515456,2.5,1057.335484,392450.8,3.9,47974210.88,6.264862018,47974210.88,2.658731831,93.29364516,1877.43,1694.11,19479173
1070,2013-12-07,7577498,2.5,1057.819355,392450.8,3.9,47976706.42,6.483631767,47976706.42,2.776279756,93.30980645,1877.75,1694.96,19498750
1071,2013-12-08,6305750,2.5,1058.303226,392450.8,3.9,47979201.96,6.702401517,47979201.96,2.893827681,93.32596774,1878.39,1695.68,19518327
1072,2013-12-09,6472771,2.5,1058.787097,392450.8,3.9,47973803.3,6.877564778,47971232.35,2.98672846,93.34212903,1878.7,1695.8,19537905
1073,2013-12-10,6691596,2.5,1059.270968,392450.8,3.9,47894725.42,6.645734148,47865588.02,2.849589214,93.35829032,1879.01,1696.49,19557482
1074,2013-12-11,6274674,2.5,1059.754839,392450.8,3.9,47815647.53,6.413903518,47759943.68,2.712449968,93.37445161,1879.85,1697.66,19577059
1075,2013-12-12,6234716,2.5,1060.23871,392450.8,3.9,47736569.65,6.182072888,47654299.35,2.575310723,93.3906129,1880.33,1698.4,19596637
1076,2013-12-13,6903837,2.5,1060.722581,392450.8,3.9,47657491.76,5.950242258,47548655.01,2.438171477,93.40677419,1880.74,1699.06,19616214
1077,2013-12-14,6926484,2.5,1061.206452,392450.8,3.9,47578413.88,5.718411628,47443010.67,2.301032231,93.42293548,1880.89,1699.46,19635791
1078,2013-12-15,5812549,2.5,1061.690323,392450.8,3.9,47499335.99,5.486580999,47337366.34,2.163892985,93.43909677,1881.38,1699.99,19655369
1079,2013-12-16,6745251,2.5,1062.174194,392450.8,3.9,47420258.11,5.254750369,47231722,2.026753739,93.45525806,1881.53,1699.95,19674946
1080,2013-12-17,6749264,2.5,1062.658065,392450.8,3.9,47341180.22,5.022919739,47126077.66,1.889614493,93.47141935,1881.77,1700.55,19694523
1081,2013-12-18,6769532,2.5,1063.141935,392450.8,3.9,47262102.34,4.791089109,47020433.33,1.752475248,93.48758065,1881.9,1700.59,19714101
1082,2013-12-19,6457147,2.5,1063.625806,392450.8,3.9,47183024.45,4.559258479,46914788.99,1.615336002,93.50374194,1882.02,1700.7,19733678
1083,2013-12-20,7048929,2.5,1064.109677,392450.8,3.9,47103946.57,4.327427849,46809144.65,1.478196756,93.51990323,1882.2,1700.94,19753255
1084,2013-12-21,7124649,2.5,1064.593548,392450.8,3.9,47024868.68,4.095597219,46703500.32,1.34105751,93.53606452,1882.81,1701.44,19772833
1085,2013-12-22,5865593,2.5,1065.077419,392450.8,3.9,46945790.8,3.863766589,46597855.98,1.203918264,93.55222581,1883.1,1701.7,19792410
1086,2013-12-23,6971657,2.5,1065.56129,392450.8,3.9,46866712.91,3.63193596,46492211.64,1.066779018,93.5683871,1883.26,1701.77,19811987
1087,2013-12-24,7359715,2.5,1066.045161,392450.8,3.9,46787635.03,3.40010533,46386567.31,0.929639772,93.58454839,1883.34,1702.13,19831565
1088,2013-12-25,5417466,2.5,1066.529032,392450.8,3.9,46708557.14,3.1682747,46280922.97,0.792500527,93.60070968,1883.57,1702.32,19851142
1089,2013-12-26,6789271,2.5,1067.012903,392450.8,3.9,46629479.26,2.93644407,46175278.64,0.655361281,93.61687097,1883.75,1702.48,19870719
1090,2013-12-27,7185440,2.5,1067.496774,392450.8,3.9,46550401.37,2.70461344,46069634.3,0.518222035,93.63303226,1884.09,1702.95,19890297
1091,2013-12-28,6863818,2.5,1067.980645,392450.8,3.9,46471323.49,2.47278281,45963989.96,0.381082789,93.64919355,1884.3,1703.3,19909874
1092,2013-12-29,5549642,2.5,1068.464516,392450.8,3.9,46392245.6,2.24095218,45858345.63,0.243943543,93.66535484,1884.64,1703.53,19929451
1093,2013-12-30,7028187,2.5,1068.948387,392450.8,3.9,46313167.72,2.00912155,45752701.29,0.106804297,93.68151613,1884.83,1703.6,19949029
1094,2014-01-01,6114979,2.5,1069.432258,392450.8,3.9,46234089.83,1.777290921,45647056.95,-0.030334948,93.69767742,1885.06,1704.02,19968606
1095,2014-01-02,6600014,2.5,1069.916129,392450.8,3.9,46155011.95,1.545460291,45541412.62,-0.167474194,93.71383871,1886.98,1705.43,19988183
1096,2014-01-03,7168051,2.5,1070.4,373559.7,3.8,46075934.06,1.313629661,45435768.28,-0.30461344,94.205,1887.37,1705.85,19492186
1097,2014-01-04,6815113,2.5,1070.306452,373559.7,3.8,45996856.18,1.081799031,45330123.94,-0.441752686,94.19774194,1887.56,1706.27,19493656
1098,2014-01-05,5632310,2.5,1070.212903,373559.7,3.8,45917778.29,0.849968401,45224479.61,-0.578891932,94.19048387,1888.51,1707.15,19495127
1099,2014-01-06,6663133,2.5,1070.119355,373559.7,3.8,45838700.41,0.618137771,45118835.27,-0.716031178,94.18322581,1888.98,1707.61,19496598
1100,2014-01-07,6709169,2.5,1070.025806,373559.7,3.8,45759622.52,0.386307141,45013190.93,-0.853170423,94.17596774,1889.11,1707.56,19498069
1101,2014-01-08,6255434,2.5,1069.932258,373559.7,3.8,45680544.64,0.154476511,44907546.6,-0.990309669,94.16870968,1889.14,1707.8,19499540
1102,2014-01-09,6385454,2.5,1069.83871,373559.7,3.8,45601466.75,-0.077354118,44801902.26,-1.127448915,94.16145161,1889.15,1707.73,19501011
1103,2014-01-10,7021257,2.5,1069.745161,373559.7,3.8,45518912.29,-0.175394986,44704731.03,-1.120033705,94.15419355,1889.16,1707.7,19502482
1104,2014-01-11,7090121,2.5,1069.651613,373559.7,3.8,45432452.62,-0.123151464,44617077.54,-0.950242258,94.14693548,1889.13,1707.6,19503953
1105,2014-01-12,5789252,2.5,1069.558065,373559.7,3.8,45345992.95,-0.070907942,44529424.04,-0.780450811,94.13967742,1888.66,1707.37,19505424
1106,2014-01-13,6583375,2.5,1069.464516,373559.7,3.8,45259533.29,-0.01866442,44441770.54,-0.610659364,94.13241935,1888.51,1707.28,19506895
1107,2014-01-14,6530931,2.5,1069.370968,373559.7,3.8,45173073.62,0.033579103,44354117.05,-0.440867917,94.12516129,1888.39,1707.11,19508366
1108,2014-01-15,6590753,2.5,1069.277419,373559.7,3.8,45086613.96,0.085822625,44266463.55,-0.271076469,94.11790323,1888.27,1707.12,19509837
1109,2014-01-16,6677023,2.5,1069.183871,373559.7,3.8,45000154.29,0.138066147,44178810.06,-0.101285022,94.11064516,1887.64,1706.65,19511308
1110,2014-01-17,7274410,2.5,1069.090323,373559.7,3.8,44913694.62,0.190309669,44091156.56,0.068506425,94.1033871,1887.23,1706.31,19512779
1111,2014-01-18,7118137,2.5,1068.996774,373559.7,3.8,44827234.96,0.242553191,44003503.06,0.238297872,94.09612903,1886.88,1705.98,19514250
1112,2014-01-19,5907020,2.5,1068.903226,373559.7,3.8,44740775.29,0.294796714,43915849.57,0.40808932,94.08887097,1886.39,1705.56,19515720
1113,2014-01-20,6106416,2.5,1068.809677,373559.7,3.8,44654315.63,0.347040236,43828196.07,0.577880767,94.0816129,1886.06,1705.11,19517191
1114,2014-01-21,6206858,2.5,1068.716129,373559.7,3.8,44567855.96,0.399283758,43740542.58,0.747672214,94.07435484,1885.83,1704.69,19518662
1115,2014-01-22,6577414,2.5,1068.622581,373559.7,3.8,44481396.29,0.45152728,43652889.08,0.917463661,94.06709677,1885.54,1704.51,19520133
1116,2014-01-23,6804837,2.5,1068.529032,373559.7,3.8,44394936.63,0.503770803,43565235.58,1.087255108,94.05983871,1885.24,1704.06,19521604
1117,2014-01-24,7290818,2.5,1068.435484,373559.7,3.8,44308476.96,0.556014325,43477582.09,1.257046556,94.05258065,1884.91,1703.67,19523075
1118,2014-01-25,6409940,2.5,1068.341935,373559.7,3.8,44222017.29,0.608257847,43389928.59,1.426838003,94.04532258,1884.54,1703.47,19524546
1119,2014-01-26,5235710,2.5,1068.248387,373559.7,3.8,44135557.63,0.660501369,43302275.1,1.59662945,94.03806452,1884.02,1702.88,19526017
1120,2014-01-27,6973891,2.5,1068.154839,373559.7,3.8,44049097.96,0.712744892,43214621.6,1.766420897,94.03080645,1883.73,1702.41,19527488
1121,2014-01-28,7168933,2.5,1068.06129,373559.7,3.8,43962638.3,0.764988414,43126968.1,1.936212345,94.02354839,1883.55,1702.17,19528959
1122,2014-01-29,7576949,2.5,1067.967742,373559.7,3.8,43876178.63,0.817231936,43039314.61,2.106003792,94.01629032,1883.49,1702.14,19530430
1123,2014-01-30,6655495,2.5,1067.874194,373559.7,3.8,43789718.96,0.869475458,42951661.11,2.275795239,94.00903226,1883.21,1701.88,19531901
1124,2014-01-31,9103784,2.5,1067.780645,373559.7,3.8,43703259.3,0.92171898,42864007.62,2.445586686,94.00177419,1883.07,1701.64,19533372
1125,2014-02-01,6878259,2.5,1067.687097,373559.7,3.8,43616799.63,0.973962503,42776354.12,2.615378134,93.99451613,1882.83,1701.27,19534843
1126,2014-02-02,5483188,2.5,1067.593548,373559.7,3.8,43530339.97,1.026206025,42688700.63,2.785169581,93.98725806,1882.89,1701.18,19536314
1127,2014-02-03,6185787,2.5,1067.5,373559.7,3.8,43443880.3,1.078449547,42601047.13,2.954961028,93.98,1882.84,1700.98,19537785
1128,2014-02-04,6228277,2.5,1067.4,373559.7,3.8,43357420.63,1.130693069,42513393.63,3.124752475,93.98617857,1882.63,1700.81,19539875
1129,2014-02-05,6303978,2.5,1067.3,373559.7,3.8,43270960.97,1.182936592,42425740.14,3.294543922,93.99235714,1882.25,1700.62,19541966
1130,2014-02-06,6443085,2.5,1067.2,373559.7,3.8,43184501.3,1.235180114,42338086.64,3.46433537,93.99853571,1882.22,1700.7,19544056
1131,2014-02-07,6961558,2.5,1067.1,373559.7,3.8,43098041.64,1.287423636,42250433.15,3.634126817,94.00471429,1881.94,1700.5,19546147
1132,2014-02-08,6274682,2.5,1067,373559.7,3.8,43011581.97,1.339667158,42162779.65,3.803918264,94.01089286,1881.8,1700.22,19548237
1133,2014-02-09,4947830,2.5,1066.9,373559.7,3.8,42925122.3,1.39191068,42075126.15,3.973709711,94.01707143,1881.48,1699.92,19550328
1134,2014-02-10,6235222,2.5,1066.8,373559.7,3.8,43081526.04,1.463471666,42158061.87,3.988961449,94.02325,1881.13,1699.48,19552419
1135,2014-02-11,6340041,2.5,1066.7,373559.7,3.8,43282423.84,1.53857173,42272250.57,3.975900569,94.02942857,1881,1699.1,19554509
1136,2014-02-12,6502752,2.5,1066.6,373559.7,3.8,43483321.63,1.613671793,42386439.27,3.962839688,94.03560714,1880.85,1699.14,19556600
1137,2014-02-13,6585831,2.5,1066.5,373559.7,3.8,43684219.43,1.688771856,42500627.97,3.949778808,94.04178571,1880.37,1698.7,19558690
1138,2014-02-14,7219033,2.5,1066.4,373559.7,3.8,43885117.22,1.763871919,42614816.67,3.936717927,94.04796429,1880.18,1698.37,19560781
1139,2014-02-15,7095539,2.5,1066.3,373559.7,3.8,44086015.02,1.838971982,42729005.36,3.923657047,94.05414286,1880.08,1698.15,19562871
1140,2014-02-16,5875032,2.5,1066.2,373559.7,3.8,44286912.81,1.914072046,42843194.06,3.910596166,94.06032143,1879.89,1697.95,19564962
1141,2014-02-17,6701010,2.5,1066.1,373559.7,3.8,44487810.61,1.989172109,42957382.76,3.897535285,94.0665,1879.81,1697.69,19567053
1142,2014-02-18,6555065,2.5,1066,373559.7,3.8,44688708.4,2.064272172,43071571.46,3.884474405,94.07267857,1879.62,1697.39,19569143
1143,2014-02-19,6676989,2.5,1065.9,373559.7,3.8,44889606.2,2.139372235,43185760.16,3.871413524,94.07885714,1879.59,1697.58,19571234
1144,2014-02-20,6810526,2.5,1065.8,373559.7,3.8,45090503.99,2.214472298,43299948.86,3.858352644,94.08503571,1880.49,1697.75,19573324
1145,2014-02-21,7427830,2.5,1065.7,373559.7,3.8,45291401.79,2.289572361,43414137.56,3.845291763,94.09121429,1880.43,1697.61,19575415
1146,2014-02-22,7398009,2.5,1065.6,373559.7,3.8,45492299.59,2.364672425,43528326.26,3.832230883,94.09739286,1880.46,1697.58,19577505
1147,2014-02-23,6206910,2.5,1065.5,373559.7,3.8,45693197.38,2.439772488,43642514.96,3.819170002,94.10357143,1880.32,1697.44,19579596
1148,2014-02-24,6999503,2.5,1065.4,373559.7,3.8,45894095.18,2.514872551,43756703.66,3.806109122,94.10975,1880.29,1697.35,19581687
1149,2014-02-25,7005535,2.5,1065.3,373559.7,3.8,46094992.97,2.589972614,43870892.36,3.793048241,94.11592857,1880.23,1697.06,19583777
1150,2014-02-26,6958186,2.5,1065.2,373559.7,3.8,46295890.77,2.665072677,43985081.06,3.77998736,94.12210714,1880.29,1697.34,19585868
1151,2014-02-27,7045606,2.5,1065.1,373559.7,3.8,46496788.56,2.740172741,44099269.75,3.76692648,94.12828571,1880.5,1697.62,19587958
1152,2014-02-28,7864258,2.5,1065,373559.7,3.8,46697686.36,2.815272804,44213458.45,3.753865599,94.13446429,1880.55,1697.69,19590049
1153,2014-03-01,7691353,2.5,1064.9,373559.7,3.8,46898584.15,2.890372867,44327647.15,3.740804719,94.14064286,1880.49,1697.5,19592139
1154,2014-03-02,6650184,2.5,1064.8,373559.7,3.8,47099481.95,2.96547293,44441835.85,3.727743838,94.14682143,1880.43,1697.53,19594230
1155,2014-03-03,6791737,2.5,1064.7,373559.7,3.8,47300379.74,3.040572993,44556024.55,3.714682958,94.153,1880.52,1697.35,19596321
1156,2014-03-04,6680654,2.5,1063.683871,373559.7,3.8,47501277.54,3.115673057,44670213.25,3.701622077,94.15496774,1880.52,1697.19,19598473
1157,2014-03-05,6651333,2.5,1062.667742,373559.7,3.8,47702175.34,3.19077312,44784401.95,3.688561197,94.15693548,1880.59,1697.44,19600626
1158,2014-03-06,6727679,2.5,1061.651613,373559.7,3.8,47903073.13,3.265873183,44898590.65,3.675500316,94.15890323,1880.89,1697.46,19602778
1159,2014-03-07,7303641,2.5,1060.635484,373559.7,3.8,48103970.93,3.340973246,45012779.35,3.662439435,94.16087097,1881.03,1697.47,19604931
1160,2014-03-08,7227382,2.5,1059.619355,373559.7,3.8,48304868.72,3.416073309,45126968.05,3.649378555,94.16283871,1881.2,1697.44,19607083
1161,2014-03-09,5835401,2.5,1058.603226,373559.7,3.8,48505766.52,3.491173373,45241156.75,3.636317674,94.16480645,1881.57,1697.76,19609236
1162,2014-03-10,6837341,2.5,1057.587097,373559.7,3.8,48706664.31,3.566273436,45355345.45,3.623256794,94.16677419,1881.68,1697.62,19611388
1163,2014-03-11,6823653,2.5,1056.570968,373559.7,3.8,48907562.11,3.641373499,45469534.14,3.610195913,94.16874194,1881.68,1697.44,19613541
1164,2014-03-12,6581355,2.5,1055.554839,373559.7,3.8,49073008.79,3.737244576,45560928.71,3.610743628,94.17070968,1881.83,1697.79,19615693
1165,2014-03-13,6631842,2.5,1054.53871,373559.7,3.8,49112291.22,3.907036023,45571202.99,3.65972193,94.17267742,1881.9,1697.68,19617846
1166,2014-03-14,7546593,2.5,1053.522581,373559.7,3.8,49151573.64,4.07682747,45581477.27,3.708700232,94.17464516,1882.04,1697.54,19619999
1167,2014-03-15,7555730,2.5,1052.506452,373559.7,3.8,49190856.07,4.246618917,45591751.54,3.757678534,94.1766129,1882.1,1697.54,19622151
1168,2014-03-16,6327113,2.5,1051.490323,373559.7,3.8,49230138.5,4.416410364,45602025.82,3.806656836,94.17858065,1881.87,1697.26,19624304
1169,2014-03-17,6942733,2.5,1050.474194,373559.7,3.8,49269420.92,4.586201812,45612300.09,3.855635138,94.18054839,1881.8,1697,19626456
1170,2014-03-18,6814972,2.5,1049.458065,373559.7,3.8,49308703.35,4.755993259,45622574.37,3.90461344,94.18251613,1881.77,1696.83,19628609
1171,2014-03-19,6885295,2.5,1048.441935,373559.7,3.8,49347985.78,4.925784706,45632848.65,3.953591742,94.18448387,1881.8,1696.95,19630761
1172,2014-03-20,6868138,2.5,1047.425806,373559.7,3.8,49387268.2,5.095576153,45643122.92,4.002570044,94.18645161,1881.66,1696.52,19632914
1173,2014-03-21,7605351,2.5,1046.409677,373559.7,3.8,49426550.63,5.265367601,45653397.2,4.051548346,94.18841935,1881.47,1696.19,19635066
1174,2014-03-22,7828599,2.5,1045.393548,373559.7,3.8,49465833.06,5.435159048,45663671.48,4.100526648,94.1903871,1881.27,1695.94,19637219
